coordinate_station_id,coordinate_station_name,normalized_station_name,line,latitude,longitude,api_station_id,external_code,source
2828,남위례,남위례,8,37.462839,127.139047,2828,821,seoul_openapi
2819,문정,문정,8,37.485931,127.122473,2819,818,seoul_openapi
2817,송파,송파,8,37.49978,127.11212,2817,816,seoul_openapi
2818,가락시장,가락시장,8,37.493004,127.118279,2818,817,seoul_openapi
2820,장지,장지,8,37.478609,127.126229,2820,819,seoul_openapi
2815,잠실,잠실,8,37.514649,127.104267,2815,814,seoul_openapi
2814,몽촌토성,몽촌토성,8,37.517692,127.11274,2814,813,seoul_openapi
2813,강동구청,강동구청,8,37.530348,127.120461,2813,812,seoul_openapi
2812,천호,천호,8,37.53792,127.123179,2812,811,seoul_openapi
2811,암사,암사,8,37.550127,127.127521,2811,810,seoul_openapi
2827,모란,모란,8,37.433888,127.129921,2827,827,seoul_openapi
2826,수진,수진,8,37.437575,127.140936,2826,826,seoul_openapi
2825,신흥,신흥,8,37.440952,127.14759,2825,825,seoul_openapi
2824,단대오거리,단대오거리,8,37.445057,127.156735,2824,824,seoul_openapi
2823,남한산성입구,남한산성입구,8,37.451568,127.159845,2823,823,seoul_openapi
2822,산성,산성,8,37.456886,127.149927,2822,822,seoul_openapi
2816,석촌,석촌,8,37.505396,127.106995,2816,815,seoul_openapi
