ktdb_admin_code,ktdb_full_name,sgis_adm_cd,sgis_adm_nm,x,y,match_status,candidate_count
1138000000,서울특별시 은평구,,,,,name_not_found,0
1138051000,서울특별시 은평구 녹번동,1112051,서울특별시 은평구 녹번동,950079.0,1956363.0,matched,1
1138052000,서울특별시 은평구 불광제1동,,,,,name_not_found,0
1138053000,서울특별시 은평구 불광제2동,,,,,name_not_found,0
1138054000,서울특별시 은평구 불광제3동,,,,,name_not_found,0
1138055000,서울특별시 은평구 갈현동,,,,,name_not_found,0
1138055100,서울특별시 은평구 갈현제1동,,,,,name_not_found,0
1138055200,서울특별시 은평구 갈현제2동,,,,,name_not_found,0
1138056000,서울특별시 은평구 구산동,1112057,서울특별시 은평구 구산동,947687.0,1957015.0,matched,1
1138057000,서울특별시 은평구 대조동,1112058,서울특별시 은평구 대조동,949088.0,1957143.0,matched,1
1138058000,서울특별시 은평구 응암제1동,,,,,name_not_found,0
1138059000,서울특별시 은평구 응암제2동,,,,,name_not_found,0
1138060000,서울특별시 은평구 응암제3동,,,,,name_not_found,0
1138061000,서울특별시 은평구 역촌제1동,,,,,name_not_found,0
1138062000,서울특별시 은평구 역촌제2동,,,,,name_not_found,0
1138062500,서울특별시 은평구 역촌동,1112074,서울특별시 은평구 역촌동,948346.0,1956299.0,matched,1
1138063000,서울특별시 은평구 신사동,,,,,name_not_found,0
1138063100,서울특별시 은평구 신사제1동,,,,,name_not_found,0
1138063200,서울특별시 은평구 신사제2동,,,,,name_not_found,0
